crime_rate,gdp_capita,minority_percentage,freedom,infrastructure,life_expectancy,price_food,price_water,price_energy,price_housing,tax_progressiveness,openness,neuroticism,consciencitiousness,agreeableness,extraversion,intelligence,racism,skepticism,ambition,loyalty,local,national,income,job_satisfaction,age,education,crime_themselves,crime_on_him,tolerance,community,unemployment_time,personal_taxes_level,security,risk_aversion,public_spending,cost_of_living,minorities_support,stability,job_security,future_outlook,equality_markets,nation_globe,liberty_authority,tradition_progress
1.787,103518,0.188,0.665,0.76,74.8,441.736,217.442,5147.621,162573,0.149,-0.417,-0.831,-0.038,-0.356,-0.171,0.305,0.439,0.684,-0.043,-0.198,0.395,-0.17,0.219,0.521,19,-0.049,0.012,0.191,-0.354,0.546,0.058,0.224,1.0,-0.001,0.926,0.534,-0.972,-0.058,0.842,0.061,-0.746,-0.939,0.54,-0.533
1.419,47544,0.079,0.654,0.46,80.2,391.573,220.395,4831.377,81053,0.321,0.043,0.401,0.127,0.2,-0.133,0.479,-0.431,0.279,0.556,-0.497,0.081,0.468,0.204,-0.412,19,0.561,0.131,0.341,0.207,-0.221,0.063,-0.038,0.916,-0.31,-0.056,0.43,0.715,0.804,0.595,0.335,0.432,0.755,-0.742,0.699
2.005,96461,0.187,0.75,0.863,76.7,439.468,222.028,5191.824,149923,0.176,-0.045,0.017,0.387,0.32,-0.572,-0.101,-0.931,0.257,0.165,0.104,0.045,-0.055,0.533,0.275,47,0.534,0.118,0.117,1.0,-0.579,0.089,0.026,-0.922,0.485,-0.054,0.519,0.99,0.463,1.0,-0.844,0.004,0.024,1.0,0.963
2.135,99255,0.19,0.675,0.807,80.5,466.291,220.893,5267.475,130705,0.142,-0.016,-0.544,0.171,-0.411,-0.0,0.434,-0.875,0.414,0.212,0.597,0.24,0.178,0.241,0.071,25,0.167,0.103,0.395,0.96,0.83,0.003,0.05,1.0,-0.221,0.104,0.604,0.713,0.744,0.585,-0.189,-0.15,0.643,-0.939,0.802
1.729,50175,0.096,0.656,0.555,78.8,390.635,212.553,5055.433,82589,0.213,0.126,-0.663,0.158,0.169,0.001,0.312,-0.631,0.361,0.185,-0.398,0.321,0.541,0.542,0.843,53,0.822,0.094,0.258,0.577,0.648,0.566,0.073,0.271,-0.062,-0.076,0.422,0.514,0.847,0.052,0.452,-0.477,0.451,-0.424,0.551
1.257,52083,0.076,0.581,0.654,78.6,419.728,219.453,4932.771,81091,0.275,0.039,0.337,0.16,0.05,-0.191,0.664,-0.343,0.082,0.729,-0.382,-0.033,0.333,0.239,-0.373,16,0.612,0.094,0.248,0.217,-0.11,0.063,0.194,0.869,-0.29,0.069,0.509,0.675,0.809,0.475,0.245,0.354,0.669,-0.67,0.639
1.976,99326,0.159,0.741,0.948,78.4,461.895,216.291,5433.112,136885,0.351,0.461,-0.135,-0.407,-0.008,-0.593,0.352,0.007,0.811,-0.781,-0.413,0.259,0.169,0.171,0.683,24,0.842,0.127,0.504,0.017,0.825,0.061,-0.396,0.923,-0.013,0.63,0.579,0.637,0.048,0.791,-0.051,0.452,-0.225,-0.751,0.669
1.669,84883,0.167,0.673,0.967,77.4,482.374,222.494,5191.825,138751,0.144,0.176,-0.316,0.175,0.252,-0.003,0.356,-0.953,0.839,1.0,-0.426,0.141,0.018,0.166,0.496,18,0.127,0.149,0.089,1.0,0.747,0.687,0.027,0.458,-0.049,0.038,0.654,0.472,0.046,0.0,-0.012,0.537,-0.588,-1.0,0.54
1.927,105404,0.159,0.62,0.877,77.4,412.675,221.695,5188.383,148906,0.248,0.19,0.148,-0.047,-0.005,0.001,0.279,-0.94,-0.267,0.474,-0.247,0.604,0.039,0.165,-0.406,19,0.007,0.075,0.71,1.0,0.587,0.006,0.114,-0.086,-0.006,0.109,0.442,0.03,0.046,0.218,-0.023,0.3,-0.032,-0.911,0.285
1.824,93116,0.148,0.553,0.88,81.5,454.635,219.157,5067.707,137655,0.181,0.16,-0.642,0.49,0.235,0.078,0.35,0.097,0.621,0.821,-0.259,0.547,0.553,0.211,-0.248,17,0.228,0.089,0.265,-0.071,0.415,0.839,0.395,0.952,-0.051,-0.016,0.545,0.638,0.813,0.758,0.776,0.732,-0.68,-0.853,0.451
1.163,50710,0.065,0.66,0.667,79.5,364.387,220.571,5169.206,87927,0.4,-0.036,-0.173,0.223,0.0,-0.576,0.05,-0.505,0.378,0.798,0.42,0.152,0.16,0.704,0.786,28,0.894,0.035,0.524,0.551,0.103,0.064,-0.602,0.305,0.021,1.0,0.374,0.601,-0.059,-0.202,-0.006,-0.179,0.649,-0.38,0.429
1.787,101803,0.209,0.553,0.954,79.7,463.725,212.849,5147.488,142206,0.338,-0.565,0.202,-0.192,-0.023,-0.595,0.378,-0.972,0.226,-0.245,-0.732,-0.116,-0.489,0.183,1.0,16,0.16,0.065,0.351,0.811,0.33,0.641,-0.175,0.278,-0.463,-0.119,0.558,0.724,0.034,0.907,-0.317,-0.952,0.656,-0.438,0.78
1.097,46983,0.076,0.56,0.49,79.3,391.659,212.882,4902.649,81089,0.276,-0.225,0.203,0.197,-0.037,-0.567,0.357,0.549,0.569,0.37,-0.153,0.436,0.411,0.24,-0.478,22,0.6,0.034,0.219,-0.436,0.06,0.026,-0.017,1.0,-0.812,0.067,0.413,1.0,1.0,0.847,0.567,-0.047,-0.407,-0.897,0.604
2.127,99887,0.185,0.594,0.997,83.3,432.021,221.652,4973.412,140819,0.339,0.424,-0.039,0.233,0.336,0.033,0.49,-0.791,-0.036,0.842,0.386,0.449,-0.037,0.5,-0.024,21,0.617,0.011,0.585,0.769,0.409,0.887,-0.422,1.0,-0.011,-0.014,0.547,0.847,0.367,0.877,0.555,-0.47,0.525,-0.619,0.638
0.876,40816,0.046,0.612,0.219,78.3,330.987,203.585,4772.159,50267,0.229,-0.201,0.236,0.227,0.446,-0.753,0.115,-0.0,0.597,-0.787,-0.01,0.039,-0.117,0.483,0.729,27,0.569,0.111,0.214,0.226,0.442,0.087,-0.112,0.805,-0.854,0.005,0.326,0.207,0.796,0.571,-0.826,0.084,-0.497,-0.521,0.853
1.841,34363,0.256,0.595,0.26,79.1,207.598,146.11,3505.649,45437,0.142,-0.162,-0.212,-0.252,0.237,-0.638,0.333,0.039,-0.059,0.168,-0.319,-0.207,-0.38,0.728,0.406,21,0.538,0.053,0.379,0.196,-0.005,0.225,0.032,1.0,0.65,-0.017,0.0,-0.645,-0.596,-0.785,0.656,-0.493,-0.662,0.523,-0.416
0.729,42214,0.066,0.592,0.134,75.5,332.669,206.683,4869.957,54640,0.184,-0.22,0.186,0.123,0.386,-0.824,0.163,0.008,0.648,-0.81,-0.04,-0.035,-0.209,0.478,0.74,26,0.659,0.132,0.174,0.174,0.358,0.08,0.671,0.896,-0.817,-0.012,0.304,0.146,0.853,0.633,-0.741,0.007,-0.465,-0.385,0.822
1.382,88095,0.196,0.607,0.868,80.6,495.969,213.999,5330.346,137481,0.121,0.254,-0.657,0.086,-0.301,0.159,0.104,-0.675,-0.199,1.0,-0.083,0.18,-0.032,0.214,-0.005,19,0.191,0.079,0.148,0.576,0.238,0.435,-0.124,0.749,-0.002,-0.096,0.675,0.078,0.046,-0.002,-0.057,1.0,0.258,-0.066,0.015
1.129,45380,0.059,0.545,0.492,77.6,382.261,219.721,4950.296,86622,0.297,0.494,-0.16,0.29,0.224,-0.762,0.122,-0.854,0.343,0.201,1.0,0.59,0.725,0.248,-0.098,19,0.041,0.123,0.451,0.802,0.633,0.229,0.345,0.02,-0.03,0.063,0.402,-0.068,0.019,-0.054,-0.025,-0.75,-0.424,-0.432,0.899
1.546,90370,0.179,0.596,0.815,76.2,449.932,218.908,5196.633,145748,0.14,-0.485,0.382,0.178,0.355,-0.564,0.185,-0.399,-0.431,0.188,-0.157,0.289,0.132,0.158,0.631,19,0.261,0.069,0.266,0.406,0.449,0.014,0.161,0.959,0.102,1.0,0.568,0.434,-0.085,0.867,0.035,0.616,-0.591,0.489,0.974
1.508,45675,0.064,0.631,0.526,79.6,405.709,213.475,5065.718,85992,0.377,0.195,-0.402,0.43,-0.193,0.136,-0.259,0.06,0.63,0.797,0.276,-0.067,-0.231,0.186,0.661,18,0.173,0.127,0.805,-0.023,0.199,0.017,-0.103,0.788,0.05,0.894,0.491,0.392,0.024,1.0,-0.017,0.267,-0.539,-0.392,0.642
1.163,45194,0.115,0.668,0.621,82.3,356.424,208.779,4894.038,89136,0.4,0.195,-0.341,0.01,-0.077,-0.18,0.1,-0.855,0.185,0.279,0.22,0.572,0.165,0.161,-0.619,16,0.151,0.13,0.623,0.786,0.37,0.013,-0.024,0.46,0.008,0.025,0.298,0.326,-0.053,0.617,0.05,0.71,-0.238,-0.889,0.504
1.95,95461,0.151,0.557,1.0,80.5,459.095,214.285,5120.515,132258,0.275,0.364,-0.852,0.446,0.405,0.469,0.525,-0.394,-0.765,1.0,0.944,0.954,0.95,0.541,0.993,16,0.156,0.075,0.098,0.467,0.922,0.084,0.168,1.0,0.996,-0.062,0.574,1.0,0.99,0.961,0.963,1.0,0.968,-0.936,0.984
1.927,94149,0.179,0.593,0.939,79.9,450.129,221.502,5201.332,151821,0.273,-0.38,-0.404,-0.003,-0.207,-0.412,0.087,-0.008,0.75,0.147,-0.671,-0.347,-0.581,0.153,-0.008,18,0.237,0.141,0.699,-0.131,-0.359,0.867,-0.353,0.173,0.497,0.067,0.592,-0.084,0.645,0.11,-0.722,-0.572,-0.785,0.677,-0.379
0.89,47075,0.083,0.625,0.702,78.5,378.347,220.495,4970.529,80530,0.285,0.056,-0.478,0.134,-0.12,-0.184,-0.133,-0.466,0.186,0.218,0.386,-0.107,0.226,0.164,-0.791,18,0.166,0.051,0.522,0.413,0.621,0.652,0.398,0.231,0.042,0.443,0.411,0.608,0.082,0.573,-0.083,0.343,0.215,-1.0,0.392
1.919,90058,0.154,0.508,0.917,80.3,455.61,220.918,5043.287,146255,0.399,0.301,0.174,0.148,0.281,0.037,-0.44,-0.979,0.396,0.607,-0.258,0.015,-0.023,0.209,-0.802,17,0.022,0.062,0.216,0.733,0.152,0.062,0.105,0.997,-0.014,0.912,0.525,0.966,-0.121,0.97,0.016,0.976,1.0,0.938,0.998
1.672,92122,0.166,0.537,0.945,78.3,460.482,219.773,5251.131,165304,0.275,0.098,-0.336,0.182,0.184,-0.066,0.119,-0.907,0.911,1.0,-0.489,0.22,0.097,0.214,0.438,16,0.232,0.077,0.087,1.0,0.773,0.439,-0.422,0.46,0.048,0.02,0.539,0.373,0.054,-0.098,-0.128,0.6,-0.555,-1.0,0.521
2.078,86754,0.169,0.603,0.838,79.4,472.199,220.329,4935.513,163784,0.237,0.083,0.123,-0.079,-0.013,-0.392,-0.157,-0.963,0.164,-0.162,-0.195,0.205,-0.287,0.558,0.062,16,0.009,0.115,0.316,0.878,0.177,0.862,0.01,0.656,-0.837,-0.052,0.647,0.606,0.342,0.299,-0.559,-0.257,0.393,-0.9,-0.001
1.129,47634,0.095,0.638,0.46,79.4,396.546,214.196,5161.317,79712,0.135,-0.212,0.212,0.157,0.027,-0.536,0.815,0.381,0.631,0.486,-0.202,0.422,0.403,0.228,-0.441,23,0.618,0.066,0.192,-0.332,-0.074,0.006,-0.046,0.936,-0.757,0.018,0.427,1.0,0.904,0.774,0.533,-0.011,-0.459,-0.896,0.644
1.613,98862,0.189,0.566,0.964,75.9,447.712,214.036,5092.492,150039,0.117,0.404,0.28,0.14,0.197,-0.03,0.404,-0.735,0.424,0.501,-0.286,0.039,-0.011,0.219,-0.815,18,0.049,0.022,0.189,0.837,0.159,0.004,-0.023,1.0,0.0,1.0,0.589,0.972,-0.056,0.936,0.032,0.906,0.997,0.968,0.964
0.861,43245,0.055,0.699,0.302,82.6,344.213,206.009,4696.615,62692,0.272,0.347,-0.773,0.184,0.418,0.442,-0.065,-1.0,-0.313,-0.006,-0.67,0.421,-0.228,0.168,0.045,20,0.108,0.01,0.478,1.0,0.943,0.392,-0.348,0.958,0.417,0.007,0.326,1.0,1.0,1.0,0.484,0.062,-0.426,-1.0,-0.004
1.4,50212,0.112,0.601,0.502,80.5,379.622,219.094,5153.175,100000,0.159,0.002,-0.429,0.175,0.143,-0.599,0.337,-0.566,0.468,0.098,0.023,0.625,0.365,0.191,0.329,25,0.59,0.132,0.278,0.603,0.379,0.05,0.465,0.927,0.106,1.0,0.397,0.5,-0.004,0.826,-0.032,-0.764,-0.288,-0.684,0.439
1.442,100514,0.169,0.573,0.948,76.9,442.572,215.866,5334.718,157106,0.311,-0.132,0.144,-0.194,-0.007,0.166,0.155,-0.37,-0.023,0.225,-0.374,0.039,-0.0,0.153,0.101,18,0.159,0.1,0.208,0.231,0.563,0.731,0.474,0.268,-0.035,0.44,0.558,0.548,-0.016,0.721,-0.044,0.542,0.009,-0.716,0.37
1.632,96414,0.205,0.661,0.695,78.8,424.212,217.933,4983.793,151380,0.177,0.225,-0.496,0.243,-0.495,-0.605,-0.28,-0.329,0.548,-0.208,0.668,0.711,0.789,0.966,0.811,48,0.969,0.034,0.254,0.566,-0.081,0.059,-0.149,0.28,-0.001,0.422,0.455,-0.02,0.019,0.105,-0.042,0.242,0.331,-0.534,0.546
1.649,89908,0.201,0.632,0.959,80.2,449.308,218.718,5243.513,137908,0.37,0.21,-0.522,-0.012,0.388,-0.826,0.058,-0.499,0.529,0.776,-0.463,0.2,0.18,0.224,-0.375,20,0.657,0.136,0.253,0.615,0.501,0.371,-0.015,0.88,-0.024,0.793,0.57,0.796,-0.048,0.91,0.034,0.816,-0.271,0.663,-0.13
1.521,47461,0.146,0.548,0.488,76.1,388.429,215.284,5105.609,68180,0.35,-0.088,0.179,-0.275,0.472,-0.244,0.44,0.127,0.012,0.013,-0.204,0.015,-0.465,0.235,0.964,34,-0.049,0.111,0.495,0.066,-0.337,0.857,-0.169,1.0,-0.774,0.052,0.464,0.793,1.0,1.0,-0.089,0.08,-0.931,-0.282,-0.012
1.485,87766,0.19,0.648,1.0,84.0,440.846,216.692,5444.073,122250,0.334,0.437,-0.69,0.298,-0.075,-0.613,0.574,-0.082,0.651,0.947,-0.579,-0.179,-0.481,0.153,-0.829,17,0.198,0.117,0.2,0.371,-0.439,0.423,-0.194,0.961,-0.024,0.344,0.547,0.722,-0.001,0.479,0.02,0.903,0.851,-0.607,0.813
2.112,98018,0.201,0.648,0.829,77.7,444.498,224.406,4989.267,150531,0.196,0.4,-0.851,0.408,0.382,0.403,0.073,-0.293,-0.743,1.0,1.0,0.991,0.986,0.474,0.962,19,0.192,0.073,0.069,0.357,1.0,0.026,0.162,1.0,0.944,0.011,0.577,0.992,1.0,1.0,1.0,0.972,0.968,-1.0,1.0
1.838,96584,0.173,0.653,0.911,81.1,473.568,216.292,5122.867,155277,0.365,-0.63,-0.854,-0.233,-0.106,-0.608,0.093,0.484,-0.213,0.388,-0.37,0.208,-0.22,0.234,0.957,16,0.264,0.115,0.253,-0.395,0.621,0.024,-0.692,0.185,0.06,0.982,0.559,-0.288,0.039,0.336,-0.018,0.21,-0.843,0.618,-0.948
1.917,31197,0.19,0.659,0.227,78.8,210.496,156.837,3709.157,52575,0.38,-0.168,-0.225,-0.208,0.2,-0.613,0.01,-0.229,0.002,0.204,-0.436,-0.236,-0.41,0.714,0.435,20,0.528,0.095,0.378,0.189,0.06,0.221,0.057,0.985,0.53,0.024,0.064,-0.717,-0.718,-0.743,0.738,-0.482,-0.596,0.465,-0.376
0.862,47384,0.09,0.695,0.276,77.5,393.577,216.596,4914.599,68270,0.273,0.158,-0.281,0.216,0.423,-0.389,0.28,-0.931,0.671,0.194,-0.791,-0.289,-0.405,0.228,-0.459,28,0.66,0.113,0.08,1.0,-0.041,0.803,-0.11,-0.124,-0.001,0.945,0.412,0.784,0.034,0.702,0.013,-0.666,0.719,-1.0,0.904
1.643,95852,0.178,0.542,1.0,79.8,442.15,216.678,5195.406,154013,0.153,0.428,0.246,0.472,-0.181,0.427,0.146,-0.09,0.962,1.0,-0.02,-0.751,-0.826,0.541,-0.013,18,0.093,0.057,0.678,0.177,1.0,0.061,-0.292,-0.385,1.0,-0.06,0.492,-0.977,-0.952,0.945,1.0,-0.617,0.977,-0.993,0.951
1.662,102293,0.182,0.667,0.992,78.5,468.083,220.975,5377.396,127303,0.24,-0.339,0.024,-0.287,-0.63,-0.457,0.298,-0.444,0.276,-0.06,-0.028,0.143,0.589,0.238,-0.445,16,0.142,0.085,0.128,0.486,-0.027,0.606,0.013,-0.242,-0.063,0.767,0.615,-0.128,-0.015,-0.547,0.11,0.392,-1.0,-0.892,-0.196
1.614,87264,0.165,0.636,0.813,76.4,442.875,219.239,5152.351,150785,0.287,0.008,0.46,0.149,0.093,-0.013,0.242,-0.189,0.458,0.641,0.324,0.192,0.557,0.236,0.527,17,0.133,0.015,0.351,-0.064,0.133,0.037,0.462,0.874,0.003,0.884,0.516,0.643,0.086,0.658,0.05,0.485,0.938,0.739,0.861
0.799,46653,0.07,0.688,0.481,78.9,364.665,211.64,5005.688,78632,0.211,0.179,0.092,0.396,0.138,-0.499,-0.278,-0.724,0.142,0.774,0.815,-0.037,0.476,0.178,-0.756,16,0.269,0.033,0.171,0.663,0.036,0.666,0.188,0.094,-0.065,0.032,0.403,0.005,0.087,-0.08,-0.116,0.45,0.167,-0.311,0.889
1.948,99441,0.156,0.597,0.91,79.7,477.088,226.606,5167.358,134652,0.158,-0.029,-0.574,0.143,-0.337,-0.008,-0.018,-0.657,0.385,0.175,0.518,0.279,0.16,0.207,-0.026,26,0.126,0.13,0.425,0.962,0.865,0.08,-0.545,0.973,-0.347,0.081,0.663,0.703,0.67,0.418,-0.293,-0.148,0.738,-0.878,0.824
1.288,43220,0.083,0.571,0.5,80.5,384.132,218.153,4862.54,92375,0.263,0.419,-0.128,0.126,0.244,-0.792,0.23,-0.773,0.423,0.244,0.941,0.596,0.781,0.2,0.009,19,0.032,0.102,0.408,0.71,0.729,0.73,-0.091,-0.04,-0.044,-0.041,0.418,0.112,-0.006,-0.032,-0.0,-0.838,-0.507,-0.45,0.835
1.527,101827,0.179,0.638,1.0,79.6,453.839,218.237,5398.363,133000,0.252,-0.822,0.368,0.065,-0.405,-0.772,-0.132,1.0,0.977,0.987,-0.766,-0.816,-0.836,0.921,0.925,19,0.01,0.126,0.977,-0.788,0.94,0.414,-0.061,-0.997,0.054,0.97,0.583,-1.0,0.048,-0.672,-0.073,-0.854,1.0,0.961,-1.0
1.511,90944,0.203,0.6,0.809,78.4,459.203,221.892,5225.094,161033,0.18,0.518,-0.243,-0.252,-0.792,-0.792,0.465,-0.709,1.0,0.431,-0.808,0.437,0.363,0.5,-0.037,21,0.525,0.089,0.608,0.587,-0.565,0.495,0.364,0.5,0.036,-0.052,0.527,0.973,1.0,0.903,-0.484,-0.68,0.963,-0.525,0.987
1.998,95645,0.154,0.599,0.969,76.1,479.199,223.185,5213.996,145880,0.361,-0.671,-0.852,-0.265,-0.051,-0.573,0.142,0.044,-0.066,0.432,-0.347,0.308,-0.199,0.156,1.0,17,0.238,0.071,0.16,-0.455,0.58,0.09,0.011,0.123,-0.085,0.963,0.646,-0.313,0.038,0.414,-0.007,0.253,-0.779,0.69,-1.0
1.676,99750,0.209,0.61,0.883,79.4,452.883,213.846,4979.297,136865,0.322,-0.206,0.215,-0.057,-0.135,-0.397,0.349,0.018,0.36,0.383,0.583,0.22,0.195,0.245,-0.671,16,-0.042,0.124,0.192,-0.084,-0.561,0.296,-0.495,0.043,-0.003,0.193,0.519,0.197,0.03,0.145,0.074,0.321,0.713,-0.834,0.33
1.862,95719,0.168,0.639,0.992,76.4,495.202,223.192,5295.04,133732,0.177,0.414,-0.131,0.454,0.364,0.366,-0.206,-0.734,0.607,1.0,0.772,0.581,0.377,0.5,-0.099,27,0.949,0.017,0.67,0.6,0.326,0.765,-0.402,0.455,0.315,0.031,0.61,1.0,0.832,0.49,0.534,-1.0,0.372,-0.47,0.747
1.789,86232,0.198,0.579,0.958,76.1,444.398,220.447,5344.805,133810,0.104,0.208,-0.534,0.165,0.222,0.144,-0.003,0.111,0.0,0.776,0.657,0.635,0.786,0.169,0.79,23,0.242,0.106,0.19,-0.151,0.937,0.074,-0.639,0.979,0.029,1.0,0.513,0.501,-0.01,0.848,-0.042,1.0,1.0,-0.039,-0.364
1.696,100252,0.179,0.558,0.832,78.9,412.486,215.595,5097.244,147017,0.191,-0.428,0.175,0.131,0.134,-0.813,0.297,0.237,0.616,-0.001,-0.62,-0.479,-0.636,0.243,-0.579,18,0.135,0.095,0.302,-0.171,0.161,0.709,-0.108,0.235,0.057,0.899,0.462,-0.722,0.03,1.0,0.033,-0.831,0.193,0.972,0.318
1.836,93882,0.179,0.622,0.839,80.5,472.587,222.086,5027.321,145752,0.199,-0.538,-0.559,-0.642,-0.209,-0.038,0.395,0.603,0.17,-0.376,0.414,0.002,0.02,0.227,-0.631,18,0.131,0.015,0.345,-0.397,-0.196,0.001,0.104,0.013,0.873,0.067,0.639,-0.024,0.031,0.06,0.322,-0.033,0.002,0.019,-0.006
1.724,31403,0.173,0.671,0.144,79.1,214.417,143.563,3810.088,50175,0.176,-0.167,-0.27,-0.202,0.262,-0.606,0.309,-0.008,-0.033,0.152,-0.408,-0.1,-0.297,0.736,0.442,27,0.528,0.057,0.402,0.224,-0.032,0.808,0.135,1.0,0.608,-0.008,0.063,-0.635,-0.715,-0.804,0.699,-0.435,-0.698,0.505,-0.443
2.141,99033,0.178,0.578,0.917,78.5,485.863,224.685,5245.709,144972,0.337,0.237,-0.544,0.445,-0.047,0.175,-0.288,-0.25,0.369,1.0,0.406,0.608,0.556,0.932,-0.843,51,0.585,0.083,0.27,0.199,0.233,0.543,0.296,0.775,0.125,0.798,0.6,0.08,-0.073,0.03,-0.027,0.883,0.506,-1.0,0.968
2.069,94584,0.185,0.649,0.866,80.8,474.441,218.964,4891.413,138150,0.345,0.367,-0.131,-0.56,0.437,-0.579,0.396,-0.506,0.377,0.416,-0.411,0.605,-0.18,0.534,0.008,27,0.52,0.015,0.5,0.729,0.451,0.068,-0.273,0.559,0.247,0.014,0.593,1.0,0.996,0.647,-0.76,0.028,0.84,0.023,0.565
1.493,48468,0.114,0.678,0.362,79.2,364.48,209.842,5158.226,74440,0.129,0.18,-0.395,0.161,0.346,-0.398,-0.084,-0.716,0.578,0.126,-0.756,-0.199,-0.398,0.248,-0.426,25,0.566,0.053,0.038,0.929,0.03,0.752,0.149,-0.012,-0.0,0.904,0.324,0.687,-0.052,0.691,-0.006,-0.661,0.657,-0.996,1.0
1.99,93164,0.212,0.534,0.864,77.2,460.537,216.767,5201.277,148826,0.125,-0.576,0.226,-0.227,-0.045,-0.578,0.121,-0.627,0.075,-0.237,-0.797,-0.22,-0.367,0.173,1.0,19,0.176,0.012,0.426,0.79,0.481,0.598,-0.392,0.275,-0.491,-0.002,0.608,0.721,-0.031,0.894,-0.36,-1.0,0.743,-0.439,0.86
1.933,89846,0.165,0.601,0.9,79.4,477.846,213.838,5167.846,145651,0.36,0.345,0.349,0.505,0.4,0.022,-0.174,-0.283,-0.396,0.965,0.583,0.416,-0.165,0.238,-0.034,18,0.021,0.048,0.176,0.192,0.421,0.595,0.211,0.982,-0.065,0.961,0.572,1.0,-0.003,0.962,-0.01,-0.871,0.047,-0.899,-0.124
1.676,97379,0.144,0.616,0.915,78.2,456.539,227.418,4845.719,160847,0.165,0.433,-0.398,0.25,-0.551,-0.809,0.407,-0.945,0.385,-0.622,-0.587,-0.561,-0.79,0.5,-0.018,34,0.578,0.147,0.457,1.0,-0.461,0.706,-0.19,0.655,-0.788,-0.057,0.581,0.946,0.866,0.32,0.086,-0.497,0.041,-0.467,0.942
1.283,47850,0.099,0.604,0.546,80.1,358.537,216.456,4965.558,83048,0.296,-0.005,0.449,0.187,0.185,-0.206,0.035,-0.514,0.164,0.552,-0.477,-0.017,0.398,0.161,-0.353,18,0.608,0.074,0.327,0.238,-0.132,0.014,-0.293,0.943,-0.369,0.02,0.384,0.784,0.814,0.57,0.382,0.377,0.692,-0.665,0.718
1.283,49052,0.075,0.625,0.378,76.1,380.287,216.487,4801.682,73777,0.139,0.253,0.185,-0.115,0.231,0.025,-0.048,-0.91,0.205,0.847,0.251,-0.325,-0.022,0.156,-0.251,17,0.177,0.143,0.203,0.83,0.17,0.027,-0.029,0.621,0.077,0.365,0.377,0.402,-0.077,0.539,0.05,0.752,0.178,-0.939,0.893
1.784,49976,0.103,0.623,0.387,82.2,387.099,211.346,4918.34,90618,0.399,-0.021,0.476,0.177,-0.143,-0.278,0.149,-0.33,1.0,0.453,0.125,0.423,0.562,0.508,0.403,17,0.062,0.123,0.491,0.386,0.046,0.028,0.146,0.997,-0.6,-0.031,0.457,0.04,1.0,0.943,0.522,0.043,0.062,-1.0,0.998
2.265,90988,0.198,0.66,0.851,77.8,472.058,220.8,5072.068,149387,0.314,0.491,-0.289,-0.666,0.361,-0.649,0.451,-0.706,0.38,0.361,-0.433,0.707,-0.205,0.516,-0.091,29,0.666,0.047,0.487,0.731,0.479,0.021,0.499,0.525,0.216,-0.032,0.615,0.947,0.881,0.685,-0.735,-0.0,0.908,-0.124,0.672
1.553,92305,0.169,0.567,0.769,77.7,439.924,219.121,5189.582,152081,0.239,0.221,-0.616,-0.243,-0.276,-0.798,0.446,-0.329,0.6,0.942,-0.423,-0.819,-0.864,0.21,0.146,26,0.563,0.141,0.089,0.421,-0.577,0.472,0.129,0.503,0.994,0.036,0.53,-0.567,0.732,0.437,-0.717,-0.053,0.656,-0.024,0.43
0.892,46078,0.138,0.577,0.488,79.7,357.517,211.727,4937.573,71886,0.151,0.026,0.104,-0.248,0.382,-0.26,0.257,-0.085,-0.029,-0.001,-0.188,-0.074,-0.43,0.156,1.0,32,0.036,0.052,0.5,0.026,-0.475,0.244,-0.132,1.0,-0.779,-0.042,0.382,0.77,0.982,1.0,0.099,-0.106,-1.0,-0.275,-0.064
1.563,99202,0.178,0.645,0.891,80.3,450.734,223.842,5090.879,146757,0.234,-0.235,0.216,-0.012,0.264,-0.601,0.31,-0.189,0.142,0.267,-0.119,-0.166,0.255,0.233,-0.45,17,0.034,0.058,0.388,0.081,0.154,0.479,0.158,0.219,-0.603,-0.081,0.574,0.476,0.701,-0.014,0.057,0.707,0.422,-0.62,0.636
1.375,84774,0.194,0.747,0.938,82.3,445.099,218.847,5349.67,125058,0.157,0.413,-0.011,0.403,-0.041,-0.634,0.161,-0.684,0.498,1.0,0.052,0.287,0.005,0.584,0.573,22,0.926,0.052,0.617,0.758,0.466,0.099,0.332,0.694,1.0,-0.002,0.58,0.965,0.63,1.0,0.915,0.993,1.0,0.987,1.0
1.987,90141,0.169,0.662,0.808,77.9,427.528,217.445,5142.063,138052,0.143,0.173,-0.609,-0.037,-0.149,-0.606,-0.029,-0.849,0.575,0.166,-0.474,0.626,0.445,0.19,0.425,19,0.006,0.072,0.244,0.965,-0.408,0.626,-0.186,0.954,-0.079,0.875,0.534,0.915,0.088,0.918,-0.023,-0.512,0.05,-0.314,0.295
1.753,94873,0.168,0.565,0.946,77.5,455.246,219.365,4990.866,151178,0.231,-0.277,0.437,-0.064,-0.213,-0.192,0.29,0.164,0.613,0.086,-0.444,0.486,0.473,0.228,0.771,17,0.266,0.02,0.203,-0.194,-0.396,0.23,0.072,0.737,-0.014,0.59,0.524,0.352,0.005,0.584,-0.037,-0.93,-0.96,-0.921,0.886
1.755,98802,0.179,0.586,0.853,81.5,434.636,219.999,5298.305,156813,0.259,-0.01,0.386,0.191,0.288,-0.024,-0.123,0.162,0.53,0.526,0.33,0.24,0.591,0.207,0.641,19,0.121,0.124,0.333,-0.04,0.238,0.021,-0.249,0.757,-0.038,0.925,0.56,0.643,-0.064,0.707,-0.007,0.437,0.927,0.754,0.804
